listing_id,city,neighborhood_original,neighborhood_rejection_reason
mubawab.ma:native:8392259,Marrakech,l'achat à Les Portes de,sentence_or_promotional_phrase|trailing_preposition
mubawab.ma:native:8392428,Berrechid,Berrechid,same_as_city
mubawab.ma:native:8392708,Agadir,laver Founti à,trailing_preposition
mubawab.ma:native:8392709,Agadir,le quartier animé de Hay Mohammadi à,sentence_or_promotional_phrase|trailing_preposition
mubawab.ma:native:8392939,Marrakech,le quartier prisé de la Route de Tahanaout à,token_count|sentence_or_promotional_phrase|trailing_preposition
mubawab.ma:native:8393106,Marrakech,le quartier prisé de Guéliz à,sentence_or_promotional_phrase|trailing_preposition
mubawab.ma:native:8393618,Marrakech,Sidi Ghalem à,trailing_preposition
mubawab.ma:native:8393821,Marrakech,laver Guéliz à,trailing_preposition
mubawab.ma:native:8393827,Marrakech,proximité des attractions principales de,trailing_preposition
mubawab.ma:native:8393902,Marrakech,1 à,trailing_preposition
mubawab.ma:native:8393981,Marrakech,saisir sur,trailing_preposition
mubawab.ma:native:8394170,Marrakech,Route de Casablanca à,trailing_preposition
mubawab.ma:native:8394205,Marrakech,la région de Ménara à,trailing_preposition
mubawab.ma:native:8394264,Marrakech,la zone de la route Casablanca à,trailing_preposition
mubawab.ma:native:8394469,Marrakech,2 à,trailing_preposition
mubawab.ma:native:8394536,Marrakech,saisir sur,trailing_preposition
mubawab.ma:native:8394548,Marrakech,gare de,sentence_or_promotional_phrase|trailing_preposition
mubawab.ma:native:8394566,Marrakech,Palmeraie et 15 minutes du centre ville de,token_count|measurement_or_travel_time|trailing_preposition
mubawab.ma:native:8395136,Marrakech,le quartier prisé de Guéliz à,sentence_or_promotional_phrase|trailing_preposition
mubawab.ma:native:8395183,Marrakech,l’un des quartiers les plus prometteurs de,trailing_preposition
mubawab.ma:native:8395224,Marrakech,le quartier prisé de Jnan Awrad à,sentence_or_promotional_phrase|trailing_preposition
mubawab.ma:native:8395253,Marrakech,Vous êtes à la recherche d’un bien d’exception à,token_count|trailing_preposition
mubawab.ma:native:8395344,Khouribga,Khouribga,same_as_city
mubawab.ma:native:8395770,Agadir,le quartier dynamique de Haut Anza à,sentence_or_promotional_phrase|trailing_preposition
mubawab.ma:native:8395891,Bouznika,le quartier Aïda 2 au centre de la ville de,token_count|trailing_preposition
mubawab.ma:native:8396231,Khouribga,Khouribga,same_as_city
mubawab.ma:native:8396844,Marrakech,prestigieuse Avenue Mohammed VI à,trailing_preposition
mubawab.ma:native:8396999,Marrakech,le quartier prisé de Guéliz à,sentence_or_promotional_phrase|trailing_preposition
mubawab.ma:native:8397376,Casablanca,l'achat à,sentence_or_promotional_phrase|trailing_preposition
mubawab.ma:native:8398070,Marrakech,3 à,trailing_preposition
mubawab.ma:native:8398126,Marrakech,Abwab guéliz Situé dans le quartier prisé à,token_count|sentence_or_promotional_phrase|trailing_preposition
mubawab.ma:native:8398288,Marrakech,laver Guéliz à,trailing_preposition
mubawab.ma:native:8398297,Agadir,le quartier prisé d'Anza à,sentence_or_promotional_phrase|trailing_preposition
mubawab.ma:native:8398411,Marrakech,laver Izdihar à,trailing_preposition
mubawab.ma:native:8398415,Marrakech,le quartier animé de Ménara à,sentence_or_promotional_phrase|trailing_preposition
mubawab.ma:native:8398416,Agadir,la résidence al Houda à,trailing_preposition
mubawab.ma:native:8398485,Marrakech,l'achat à,sentence_or_promotional_phrase|trailing_preposition
mubawab.ma:native:8398532,Marrakech,rénover Guéliz à,trailing_preposition
mubawab.ma:native:8399021,Marrakech,un environnement calme et prisé de,trailing_preposition
mubawab.ma:native:8399122,Agadir,le quartier recherché d'Al Wifaq à,sentence_or_promotional_phrase|trailing_preposition
mubawab.ma:native:8399233,Marrakech,médina historique de,trailing_preposition
mubawab.ma:native:8399291,Bouskoura,l'achat à Prestigia,sentence_or_promotional_phrase
mubawab.ma:native:8399341,Agadir,laver Hay Houda à,trailing_preposition
mubawab.ma:native:8399676,Berrechid,Berrechid,same_as_city
mubawab.ma:native:8399790,Marrakech,laver Route de Tahanaout à,trailing_preposition
mubawab.ma:native:8399892,Marrakech,le quartier prisé de Camp Al Ghoul à,token_count|sentence_or_promotional_phrase|trailing_preposition
mubawab.ma:native:8399960,Agadir,le quartier prisé de Hay Houda à,sentence_or_promotional_phrase|trailing_preposition
mubawab.ma:native:8399973,Marrakech,différents points d'intérêt de,sentence_or_promotional_phrase|trailing_preposition
mubawab.ma:native:8400007,Marrakech,prestigieuse résidence Noria Golf à,trailing_preposition
mubawab.ma:native:8400069,Essaouira,Essaouira,same_as_city
mubawab.ma:native:8400145,Marrakech,le quartier prisé de Route Casablanca à,sentence_or_promotional_phrase|trailing_preposition
mubawab.ma:native:8400187,Agadir,le quartier dynamique de Hay Mohammadi à,sentence_or_promotional_phrase|trailing_preposition
mubawab.ma:native:8401126,Marrakech,le quartier prisé de l’Hivernage à,sentence_or_promotional_phrase|trailing_preposition
mubawab.ma:native:8401664,Marrakech,le quartier animé de Guéliz à,sentence_or_promotional_phrase|trailing_preposition
mubawab.ma:native:8401720,Agadir,laver Cité Adrar à,trailing_preposition
mubawab.ma:native:8401813,Marrakech,laver Izdihar à,trailing_preposition
mubawab.ma:native:8401867,Agadir,laver Haut Anza à,trailing_preposition
mubawab.ma:native:8401892,Marrakech,le quartier recherché de Targa à,sentence_or_promotional_phrase|trailing_preposition
mubawab.ma:native:8402033,Casablanca,l'achat à,sentence_or_promotional_phrase|trailing_preposition
mubawab.ma:native:8402188,Marrakech,la résidence recherchée Riad Garden à,sentence_or_promotional_phrase|trailing_preposition
mubawab.ma:native:8402497,Larache,Larache,same_as_city
mubawab.ma:native:8402649,Larache,Larache,same_as_city
mubawab.ma:native:8402650,Larache,Larache,same_as_city
mubawab.ma:native:8402657,Larache,Larache,same_as_city
mubawab.ma:native:8402966,Marrakech,le prestigieux quartier d'Agdal à,trailing_preposition
mubawab.ma:native:8402991,Marrakech,laver Route Casablanca à,trailing_preposition
mubawab.ma:native:8403121,Marrakech,saisir sur,trailing_preposition
mubawab.ma:native:8403443,Fnidek,le quartier de,trailing_preposition
mubawab.ma:native:8404384,Agadir,laver Haut Anza à,trailing_preposition
mubawab.ma:native:8404524,Essaouira,Essaouira,same_as_city
mubawab.ma:native:8404800,Marrakech,qualité des finitions. Victor Hugo —,sentence_punctuation
mubawab.ma:native:8404909,Marrakech,1 à,trailing_preposition
mubawab.ma:native:8405027,Marrakech,seulement 3 minutes de la gare de,sentence_or_promotional_phrase|measurement_or_travel_time|trailing_preposition
mubawab.ma:native:8405105,Agadir,le quartier recherché de Hay Houda à,sentence_or_promotional_phrase|trailing_preposition
mubawab.ma:native:8405554,Marrakech,le quartier de Mbreuka à,trailing_preposition
mubawab.ma:native:8405605,Marrakech,la région de,trailing_preposition
mubawab.ma:native:8405897,Marrakech,laver Camp Al Ghoul à,trailing_preposition
mubawab.ma:native:8406010,Marrakech,laver Guéliz à,trailing_preposition
mubawab.ma:native:8406350,Marrakech,le quartier prisé de Samlalia à,sentence_or_promotional_phrase|trailing_preposition
mubawab.ma:native:8406685,Agadir,le quartier recherché de Hay Salam à,sentence_or_promotional_phrase|trailing_preposition
mubawab.ma:native:8406713,Agadir,le quartier animé de Hay Mohammadi à,sentence_or_promotional_phrase|trailing_preposition
mubawab.ma:native:8406898,Marrakech,laver Hivernage à,trailing_preposition
mubawab.ma:native:8407146,Marrakech,la zone de Kéliz à,trailing_preposition
mubawab.ma:native:8407364,Marrakech,le quartier prisé de Guéliz à,sentence_or_promotional_phrase|trailing_preposition
mubawab.ma:native:8407372,Marrakech,le secteur recherché de Majorelle à,trailing_preposition
mubawab.ma:native:8407394,Marrakech,l’un des emplacements les plus recherchés de,trailing_preposition
mubawab.ma:native:8407530,Marrakech,Route de l'Ourika à,trailing_preposition
mubawab.ma:native:8407818,Marrakech,le quartier recherché d’Agdal à,sentence_or_promotional_phrase|trailing_preposition
mubawab.ma:native:8407830,Marrakech,le quartier prisé de Guéliz à,sentence_or_promotional_phrase|trailing_preposition
mubawab.ma:native:8408069,Marrakech,15 minutes du centre de,measurement_or_travel_time|trailing_preposition
mubawab.ma:native:8408119,Marrakech,seulement 6 km de,sentence_or_promotional_phrase|trailing_preposition
mubawab.ma:native:8408282,Marrakech,Palmeraie à,trailing_preposition
mubawab.ma:native:8408423,Marrakech,Résidence Vizir à,trailing_preposition
mubawab.ma:url:091898e83b6023ae3ffa1e05,Casablanca,l'achat à,sentence_or_promotional_phrase|trailing_preposition
mubawab.ma:url:141e50696d9d13ef4e3c1b69,Casablanca,l'achat à,sentence_or_promotional_phrase|trailing_preposition
mubawab.ma:url:1665eba68cebc83b612c34d6,Casablanca,l'achat à,sentence_or_promotional_phrase|trailing_preposition
mubawab.ma:url:18af1b6c4938704fc16f922a,Marrakech,seulement 5 minutes de la gare de,sentence_or_promotional_phrase|measurement_or_travel_time|trailing_preposition
mubawab.ma:url:2b110787a9a14f3d6539c020,Casablanca,l'achat à,sentence_or_promotional_phrase|trailing_preposition
mubawab.ma:url:2eb2ea8e9271be5bb33a71c8,Marrakech,deux pas de Gueliz et de la gare de,token_count|sentence_or_promotional_phrase|trailing_preposition
mubawab.ma:url:393c1249f763236c4a844ba7,Marrakech,seulement 5 minutes de la gare de,sentence_or_promotional_phrase|measurement_or_travel_time|trailing_preposition
mubawab.ma:url:47a3c39afc4e3099b2196be4,Marrakech,seulement 5 minutes de la gare de,sentence_or_promotional_phrase|measurement_or_travel_time|trailing_preposition
mubawab.ma:url:4990af5c1ea356ec78bcccae,Ifrane,belle vue à,trailing_preposition
mubawab.ma:url:59690d74d0d5821ef342fe2f,Marrakech,ville Vivez le Luxe au Cœur de,trailing_preposition
mubawab.ma:url:5b7500b0f865770d77ba3280,Casablanca,l'achat à,sentence_or_promotional_phrase|trailing_preposition
mubawab.ma:url:62c505eedc4141d09dfeddeb,Marrakech,seulement 5 minutes de la gare de,sentence_or_promotional_phrase|measurement_or_travel_time|trailing_preposition
mubawab.ma:url:804ecc981f335a79b6c5dfe8,Casablanca,l'achat à,sentence_or_promotional_phrase|trailing_preposition
mubawab.ma:url:846f9eb6c42bc0ce9a6d5b5b,Marrakech,seulement 5 minutes de la gare de,sentence_or_promotional_phrase|measurement_or_travel_time|trailing_preposition
mubawab.ma:url:8568e00e995a3b9556f20192,Casablanca,l'achat à,sentence_or_promotional_phrase|trailing_preposition
mubawab.ma:url:8e6192856a5af9941b938bb4,Casablanca,l'achat à,sentence_or_promotional_phrase|trailing_preposition
mubawab.ma:url:8fbf8cbe7f5952c1a407ef03,Marrakech,est pensée pour ceux qui veulent vivre,sentence_or_promotional_phrase
mubawab.ma:url:93425d67104751dd467e3c57,Casablanca,l'achat à,sentence_or_promotional_phrase|trailing_preposition
mubawab.ma:url:938524d74bac32c00fffadd8,Agadir,avenue hassan 2 Un duplex raffiné de jnane,token_count|property_description
mubawab.ma:url:9d23441803df95d8b53cee0a,Casablanca,l'achat à,sentence_or_promotional_phrase|trailing_preposition
mubawab.ma:url:a405b9501277cffcb9ed5154,Marrakech,est pensée pour ceux qui veulent vivre,sentence_or_promotional_phrase
mubawab.ma:url:ab1e77536de294255bb5cc9b,Casablanca,l'achat à,sentence_or_promotional_phrase|trailing_preposition
mubawab.ma:url:acb182a640c32bab8064762e,Marrakech,est pensée pour ceux qui veulent vivre,sentence_or_promotional_phrase
mubawab.ma:url:b15c863fe75f3947ec6743a2,Marrakech,est pensée pour ceux qui veulent vivre,sentence_or_promotional_phrase
mubawab.ma:url:c25243cc078b715758350e6a,Marrakech,est pensée pour ceux qui veulent vivre,sentence_or_promotional_phrase
mubawab.ma:url:c35dcb432406d447d1adf9b3,Marrakech,est pensée pour ceux qui veulent vivre,sentence_or_promotional_phrase
mubawab.ma:url:c59602153b61a9b97812498e,Casablanca,l'achat à,sentence_or_promotional_phrase|trailing_preposition
mubawab.ma:url:defe2a52356d72200693c0b9,Marrakech,seulement 5 minutes de la gare de,sentence_or_promotional_phrase|measurement_or_travel_time|trailing_preposition
mubawab.ma:url:df1b274b6dcae95419882544,Ifrane,belle vue à,trailing_preposition
mubawab.ma:url:e4885b4f65e8548b3b220b83,Casablanca,l'achat à,sentence_or_promotional_phrase|trailing_preposition
mubawab.ma:url:e4de6b7629eed3afea2b3ea9,Casablanca,l'achat à,sentence_or_promotional_phrase|trailing_preposition
mubawab.ma:url:eac104877be95198eb0d718d,Casablanca,l'achat à,sentence_or_promotional_phrase|trailing_preposition
mubawab.ma:url:ef92731a70b8dff96be06c75,Casablanca,l'achat à,sentence_or_promotional_phrase|trailing_preposition
mubawab.ma:url:f5031c31ccf6809738974b4f,Marrakech,l'achat Avenue Mohammed 6,sentence_or_promotional_phrase
mubawab.ma:url:fab46f7c15d12e31b9ed48d0,Casablanca,l'achat à,sentence_or_promotional_phrase|trailing_preposition
mubawab.ma:content:015f8182fad096aa02bf5100,Larache,Larache,same_as_city
mubawab.ma:content:04ed2a4316bc9a76aa7069b9,Khouribga,Khouribga,same_as_city
mubawab.ma:content:0622ecffb9b7dbda015212b6,El Jadida,El Jadida,same_as_city
mubawab.ma:content:07c08b53f24d988a52118a86,Berrechid,Berrechid,same_as_city
mubawab.ma:content:0dd4e15f3cae9b34c5f9d1fc,Berrechid,Berrechid,same_as_city
mubawab.ma:content:10c12120a092cf1d259a5fa1,Berrechid,Berrechid,same_as_city
mubawab.ma:content:134e8a777ddddca9e9536621,Berrechid,Berrechid,same_as_city
mubawab.ma:content:14847d8e4e9f155e950537b4,Mohammedia,Mohammedia,same_as_city
mubawab.ma:content:14abd88203dc8f6f012bec8e,Mohammedia,Mohammedia,same_as_city
mubawab.ma:content:170874781ed734f580a2ac8b,Tiznit,Tiznit,same_as_city
mubawab.ma:content:17db60e746e9e6ca12883942,Khouribga,Khouribga,same_as_city
mubawab.ma:content:19ceec3d42bcd7076e96550f,Larache,Larache,same_as_city
mubawab.ma:content:19d75482d565e2f8fdc4d800,Berrechid,Berrechid,same_as_city
mubawab.ma:content:21bc3f5dcab34e09bb938fbf,Berrechid,Berrechid,same_as_city
mubawab.ma:content:22415f9e82fdefe481fb2583,Berrechid,Berrechid,same_as_city
mubawab.ma:content:22cc5d6fd5cb212a8aefb4bb,Béni Mellal,Béni Mellal,same_as_city
mubawab.ma:content:25bd9aa7b9dc46ab0bf67bb2,Meknès,Meknes,same_as_city
mubawab.ma:content:28dfcf05659cfdcf2a2144a3,Béni Mellal,Béni Mellal,same_as_city
mubawab.ma:content:2b21d3e694d6aee53f8f9942,Laâyoune,Laäyoune,same_as_city
mubawab.ma:content:2b26fce211279a0d753a4c51,Tiznit,Tiznit,same_as_city
mubawab.ma:content:2cc6917e48960d64b4fda66f,El Jadida,El Jadida,same_as_city
mubawab.ma:content:2d6b559f12799f9b020edf3e,Mohammedia,Mohammedia,same_as_city
mubawab.ma:content:2d9b819977e0f6e8bf6b6e51,Khouribga,Khouribga,same_as_city
mubawab.ma:content:33d050f04f66eb19bb98709f,Tétouan,Tétouan,same_as_city
mubawab.ma:content:35462587e82d87f393945763,Béni Mellal,Béni Mellal,same_as_city
mubawab.ma:content:3593090c7908ba6110423c53,Berrechid,Berrechid,same_as_city
mubawab.ma:content:364603c37be83402d805aa95,Mohammedia,Mohammedia,same_as_city
mubawab.ma:content:36d0816636eec707fc447a52,Berrechid,Berrechid,same_as_city
mubawab.ma:content:3768a9ee92e59abd3e844d38,Témara,Temara,same_as_city
mubawab.ma:content:38b1feb3fe98e30da5ff8976,Béni Mellal,Béni Mellal,same_as_city
mubawab.ma:content:39c309f0075939ba2a23e3f4,Berrechid,Berrechid,same_as_city
mubawab.ma:content:3a51e00ca242e70dd290a4e9,Berrechid,Berrechid,same_as_city
mubawab.ma:content:3a57a48cc3718a95ea626bac,Berrechid,Berrechid,same_as_city
mubawab.ma:content:3d1736ceca2c9e9300e7fb89,Berrechid,Berrechid,same_as_city
mubawab.ma:content:3ee58e95636ec0b0edd4392e,Berrechid,Berrechid,same_as_city
mubawab.ma:content:3eea9974da83267c82d2fc7d,Berrechid,Berrechid,same_as_city
mubawab.ma:content:42e065e1766f109e6e9af333,Béni Mellal,Béni Mellal,same_as_city
mubawab.ma:content:43a1036828066bc4d02f092f,Mohammedia,Mohammedia,same_as_city
mubawab.ma:content:44d718c5ef639e39f4ae6be7,Meknès,Meknes,same_as_city
mubawab.ma:content:464cad2c33cd9015c5196abd,Béni Mellal,Béni Mellal,same_as_city
mubawab.ma:content:465b2e928e245b5051ced511,Béni Mellal,Béni Mellal,same_as_city
mubawab.ma:content:468be64f7f636e6221276191,Larache,Larache,same_as_city
mubawab.ma:content:47183dc93208e0d3cfa12150,Khouribga,Khouribga,same_as_city
mubawab.ma:content:49defdadab36dc1e5d8f3133,Berrechid,Berrechid,same_as_city
mubawab.ma:content:49f30f31ba0c66f2042ecd04,Larache,Larache,same_as_city
mubawab.ma:content:4dff18ffaadaa9d6d2e23c50,Berrechid,Berrechid,same_as_city
mubawab.ma:content:4ebc68f02b7798495c0e7422,Berrechid,Berrechid,same_as_city
mubawab.ma:content:4f2f80b817470bf8908c7780,Berrechid,Berrechid,same_as_city
mubawab.ma:content:4fd66dde65de4c3340a56957,Mohammedia,Mohammedia,same_as_city
mubawab.ma:content:51328ea51fd3cfbabb0cf158,Berrechid,Berrechid,same_as_city
mubawab.ma:content:52e3a069f162650ae93860c8,Berrechid,Berrechid,same_as_city
mubawab.ma:content:55f3cfeccbcdec77ed7c7f65,Agadir,Agadir,same_as_city
mubawab.ma:content:586afe1fa8402d60ff05fe16,Béni Mellal,Béni Mellal,same_as_city
mubawab.ma:content:5911cc8f52699331c48269be,Meknès,Meknes,same_as_city
mubawab.ma:content:5a8cf87501b34965de982ff7,Larache,Larache,same_as_city
mubawab.ma:content:5a9f8def719f560a5e3ec3bc,Laâyoune,Laäyoune,same_as_city
mubawab.ma:content:5ab203f23722bb1bb8cc2d45,Béni Mellal,Béni Mellal,same_as_city
mubawab.ma:content:5ac7cf97fdc55d34a38ea3cd,Larache,Larache,same_as_city
mubawab.ma:content:5bf7d94011ea1e68b2694e1c,Meknès,Meknes,same_as_city
mubawab.ma:content:5fc30f837fa10fad02c3f7cf,Berrechid,Berrechid,same_as_city
mubawab.ma:content:6233912b64c6b35b8744f24d,Béni Mellal,Béni Mellal,same_as_city
mubawab.ma:content:65a77fb64fcf1aaa44a1b4df,Berrechid,Berrechid,same_as_city
mubawab.ma:content:6718cc57e83a79ebcddb236c,Berrechid,Berrechid,same_as_city
mubawab.ma:content:6855e62bb376f62f133ae54c,Meknès,Meknes,same_as_city
mubawab.ma:content:687191deea4ab5a9c2a2cddb,Mohammedia,Mohammedia,same_as_city
mubawab.ma:content:6a40475493b664c63b142c66,Béni Mellal,Béni Mellal,same_as_city
mubawab.ma:content:6ef27cb5dd563ea864de5116,Meknès,Meknes,same_as_city
mubawab.ma:content:71f2e9913fc081f63b714e6c,Berrechid,Berrechid,same_as_city
mubawab.ma:content:72a9b70254769c599e78668c,Mohammedia,Mohammedia,same_as_city
mubawab.ma:content:73a5e3c8f567d6099288b680,Meknès,Meknes,same_as_city
mubawab.ma:content:76297a9b1c6030c7044691af,Berrechid,Berrechid,same_as_city
mubawab.ma:content:76fdebb5f4b6575ab72095d9,Khouribga,Khouribga,same_as_city
mubawab.ma:content:7852a6bb18add5fa129233b6,Béni Mellal,Béni Mellal,same_as_city
mubawab.ma:content:7a8b78a90fc5b6f8fefaeae4,Khouribga,Khouribga,same_as_city
mubawab.ma:content:7aa1139806903d070c6f453a,Larache,Larache,same_as_city
mubawab.ma:content:7b729b242752096b1a5ee47d,El Jadida,El Jadida,same_as_city
mubawab.ma:content:7c8c4389c549ea92bbf58184,Béni Mellal,Béni Mellal,same_as_city
mubawab.ma:content:7d0827e14a6d96c586b7f729,Berrechid,Berrechid,same_as_city
mubawab.ma:content:7dc4a67430330a185cd35869,Berrechid,Berrechid,same_as_city
mubawab.ma:content:7e506393a96192089f8a0e21,Berrechid,Berrechid,same_as_city
mubawab.ma:content:7eb64a3836e36341e275e3b3,Berrechid,Berrechid,same_as_city
mubawab.ma:content:7ec2fd85a506efac8655e066,Berrechid,Berrechid,same_as_city
mubawab.ma:content:85990f4aa39f43b46ccc23f8,Berrechid,Berrechid,same_as_city
mubawab.ma:content:85fe82aac27bfde93ee985d4,Mohammedia,Mohammedia,same_as_city
mubawab.ma:content:86cb50a6d3c7fa63eccb486e,Berrechid,Berrechid,same_as_city
mubawab.ma:content:8c02426e0bb355c54b84f163,Berrechid,Berrechid,same_as_city
mubawab.ma:content:8e101c7738e8636e49aa85f7,Mohammedia,Mohammedia,same_as_city
mubawab.ma:content:8fccb7caf2caa25b0eaf4375,Larache,Larache,same_as_city
mubawab.ma:content:92632413db26ded15bad706c,Béni Mellal,Béni Mellal,same_as_city
mubawab.ma:content:94827fd1a4b7957401a8874b,Berrechid,Berrechid,same_as_city
mubawab.ma:content:95daabc70734ba4a03bf8a56,Tiznit,Tiznit,same_as_city
mubawab.ma:content:96e78c626d3522f0578c9227,Larache,Larache,same_as_city
mubawab.ma:content:9803d4198dba250b284176d5,Laâyoune,Laäyoune,same_as_city
mubawab.ma:content:987cdf04446f90e7aeb7dfb2,Essaouira,Essaouira,same_as_city
mubawab.ma:content:988734601c871b6fb8ee6d7c,Berrechid,Berrechid,same_as_city
mubawab.ma:content:999767ef8b23978bf19c023e,Berrechid,Berrechid,same_as_city
mubawab.ma:content:9b1ae77fd5e585ccbcc01396,El Jadida,El Jadida,same_as_city
mubawab.ma:content:9b39048b09f0559bc20aceaa,Berrechid,Berrechid,same_as_city
mubawab.ma:content:9c4e95f24658f606bb996858,Berrechid,Berrechid,same_as_city
mubawab.ma:content:9e887def5b632c21b41d6997,Béni Mellal,Béni Mellal,same_as_city
mubawab.ma:content:9fc469baceb908266e128aae,Meknès,Meknes,same_as_city
mubawab.ma:content:a699e05a90e6f063948861af,Larache,Larache,same_as_city
mubawab.ma:content:a6a995d01a79ac17fa432f14,Berrechid,Berrechid,same_as_city
mubawab.ma:content:a71622330f1b8d112d681af3,Béni Mellal,Béni Mellal,same_as_city
mubawab.ma:content:a72aed58ff369ad2198cce05,Tiznit,Tiznit,same_as_city
mubawab.ma:content:a80efd922e96e91b1811f7da,Berrechid,Berrechid,same_as_city
mubawab.ma:content:a8424f966d9bf0f083feab11,Larache,Larache,same_as_city
mubawab.ma:content:a8dd12f916d099a4fd1ebc3b,Meknès,Meknes,same_as_city
mubawab.ma:content:a900ce7f7d5ffe4be3057fb9,Tiznit,Tiznit,same_as_city
mubawab.ma:content:aa38ca4d9cbba427e308f92c,Mohammedia,Mohammedia,same_as_city
mubawab.ma:content:ae78d18d14bdd6d022ad4076,Béni Mellal,Béni Mellal,same_as_city
mubawab.ma:content:b103b1a9b09a041e4d97d824,Larache,Larache,same_as_city
mubawab.ma:content:b2d2c651ccb5dbcae92c7d23,Essaouira,Essaouira,same_as_city
mubawab.ma:content:b304c9f2738c5a384f1c6d3a,Berrechid,Berrechid,same_as_city
mubawab.ma:content:b4bd5738bf5d92d72bc4155d,Berrechid,Berrechid,same_as_city
mubawab.ma:content:b555cb5f2563ef2338160700,Mohammedia,Mohammedia,same_as_city
mubawab.ma:content:b813aef343874d2f90029fc4,Béni Mellal,Béni Mellal,same_as_city
mubawab.ma:content:b96be3810f17d53512b52194,Témara,Temara,same_as_city
mubawab.ma:content:baa10bc39fd7804bffdebdd6,Berrechid,Berrechid,same_as_city
mubawab.ma:content:bbc903af73f751e4e99c5eb5,Essaouira,Essaouira,same_as_city
mubawab.ma:content:bc9048b2dd7ad38f130e6eb0,Berrechid,Berrechid,same_as_city
mubawab.ma:content:be02bb70c3fe2918ed070732,Larache,Larache,same_as_city
mubawab.ma:content:c12b2cc7cfacd0f9d046d64c,Mohammedia,Mohammedia,same_as_city
mubawab.ma:content:c20ae78be313ff539252ce96,Berrechid,Berrechid,same_as_city
mubawab.ma:content:c481448948dad93f91cd7bb5,Larache,Larache,same_as_city
mubawab.ma:content:cbb40649e4ed08536fb0430d,El Jadida,El Jadida,same_as_city
mubawab.ma:content:ccf0e58e5df1fe965f3d1ee6,Berrechid,Berrechid,same_as_city
mubawab.ma:content:d1e3e00caad9ef2a0e1c6362,Berrechid,Berrechid,same_as_city
mubawab.ma:content:d2455d04638837a41bb81e54,Larache,Larache,same_as_city
mubawab.ma:content:d29d1cae641746f06de886e7,Mohammedia,Mohammedia,same_as_city
mubawab.ma:content:d7e3c43ef5cad16936a4abc0,Béni Mellal,Béni Mellal,same_as_city
mubawab.ma:content:d854a78e6798453138c16fa7,Berrechid,Berrechid,same_as_city
mubawab.ma:content:d886efe94bcd7cf621ebc330,Berrechid,Berrechid,same_as_city
mubawab.ma:content:d9c34a42e431d89db0bba8a8,Meknès,Meknes,same_as_city
mubawab.ma:content:da8c8fe028d2284f8ca5e803,Berrechid,Berrechid,same_as_city
mubawab.ma:content:dba4b495e85255935b8f36b5,Berrechid,Berrechid,same_as_city
mubawab.ma:content:dbfeb94a4b207be0bdfcd343,Larache,Larache,same_as_city
mubawab.ma:content:dc2cdd8f712dd2bd58bbb4b5,Berrechid,Berrechid,same_as_city
mubawab.ma:content:dd747ffb6f1a7bafe9066b62,Berrechid,Berrechid,same_as_city
mubawab.ma:content:e0acb9d52a1c4ffbe6ed60df,Larache,Larache,same_as_city
mubawab.ma:content:e120f15dee253ee81f76d01f,Larache,Larache,same_as_city
mubawab.ma:content:e12ad984736f46092e658d7c,Khouribga,Khouribga,same_as_city
mubawab.ma:content:e73b99dfa1184ceea3876c68,Meknès,Meknes,same_as_city
mubawab.ma:content:e7893ee330b882bee53bed33,Béni Mellal,Béni Mellal,same_as_city
mubawab.ma:content:e88c0d41b2bb25a298acb02b,El Jadida,El Jadida,same_as_city
mubawab.ma:content:e94e0d69f17a5c05dfb075d1,Béni Mellal,Béni Mellal,same_as_city
mubawab.ma:content:eaa9346dede891abe2248f0d,Béni Mellal,Béni Mellal,same_as_city
mubawab.ma:content:eb0ffa4c976662bd20eb03ad,Larache,Larache,same_as_city
mubawab.ma:content:eb1e7649b3ac86b8e6aad264,Meknès,Meknes,same_as_city
mubawab.ma:content:ec7fea54495cee04137505c0,Meknès,Meknes,same_as_city
mubawab.ma:content:ef9e68ff928a70e821cdbcde,Ouarzazate,Ouarzazate,same_as_city
mubawab.ma:content:f267ca4ec3bdbe90d141861a,Larache,Larache,same_as_city
mubawab.ma:content:f2d2e7d91e08ae842f0c0d17,Larache,Larache,same_as_city
mubawab.ma:content:f558fe710a7538936a5a2664,Khouribga,Khouribga,same_as_city
mubawab.ma:content:f75a1cab5f7e9850f4386953,Béni Mellal,Béni Mellal,same_as_city
mubawab.ma:content:f9a74756f1b4aa9abfbb200f,Mohammedia,Mohammedia,same_as_city
mubawab.ma:content:f9d24f1905ffc7c324c94fda,Meknès,Meknes,same_as_city
mubawab.ma:content:faa3d29fb9eb19557be913bb,Larache,Larache,same_as_city
mubawab.ma:content:fbf7cb9fc2f5e096a7955fe9,Berrechid,Berrechid,same_as_city
mubawab.ma:content:fc54d0448522c9907ed0e531,Khouribga,Khouribga,same_as_city
mubawab.ma:content:ff92e6106bf25244827d8a64,Meknès,Meknes,same_as_city
mubawab.ma:content:cf752f63c536c56f5fb61f69,Mohammedia,Mohammedia,same_as_city
mubawab.ma:url:5f516c2839b9bfb43db4f5a7,Casablanca,l'achat à,sentence_or_promotional_phrase|trailing_preposition
mubawab.ma:url:7d625be31324772f9ef24aae,Casablanca,l'achat à,sentence_or_promotional_phrase|trailing_preposition
